CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
35.360.687/0001-50;2023-06-01;1;CRI_22I0246580;Benefícios futuros;15000000;Recursos próprios / emissão de cotas
35.507.262/0001-21;2023-06-01;1;CRI 22I0089753;Renda;13325000;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 22I0089805;Renda;6800000;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 22K0016381;Renda;11605000;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 22I0089943;Renda;40800000;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 20J0947705;Renda;4217703.82;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 20J0947706;Renda;4217703.82;Patrimônio
35.507.262/0001-21;2023-06-01;1;CRI 20J0947707;Renda;4217703.82;Patrimônio
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - ZAVI11;Benefícios futuros;12607.31;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - GTLG11;Benefícios futuros;1249280.78;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - TGAR11;Benefícios futuros;244239.83;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - XPML11;Benefícios futuros;191548.14;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - NSLU11;Benefícios futuros;7355139.92;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - MCHY11;Benefícios futuros;86283.45;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;MIRAE ASSET CCTVM - MCHF11;Benefícios futuros;2491863.75;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;XP INVESTIMENTOS CCTVM - LSPA11;Benefícios futuros;2244946.46;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;XP INVESTIMENTOS CCTVM - MCHF11;Benefícios futuros;2491863.75;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;CRI_22F1025672;Benefícios futuros;1944000;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;CRI_22F1025673;Benefícios futuros;556000;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;CRI_22F1025725;Benefícios futuros;1944000;Recursos próprios / emissão de cotas
35.507.457/0001-71;2023-06-01;1;CRI_22F1025727;Benefícios futuros;556000;Recursos próprios / emissão de cotas
35.652.102/0001-76;2023-06-01;1;Vila Olimpia Corporate;Renda;202176000.00;Capital
35.652.102/0001-76;2023-06-01;1;VBI TR FARIA LIMA 4440 FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;5000000.00;Capital
35.652.174/0001-13;2023-06-01;1;CRI 22I0207382;Lucro na Venda;6488279.00;Capital
35.652.204/0001-91;2023-06-01;2;FII THE ONE;Lucro na Venda;9914.95;Capital
35.652.204/0001-91;2023-06-01;2;KINEA REND IMOB FII;Lucro na Venda;5284940.53;Capital
35.652.204/0001-91;2023-06-01;2;KINEA INDICES FII;Lucro na Venda;1963449.50;Capital
35.652.204/0001-91;2023-06-01;2;VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO IMOBILIARIO FII;Lucro na Venda;9937.66;Capital
35.652.204/0001-91;2023-06-01;2;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;5056013.90;Capital
35.652.204/0001-91;2023-06-01;2;BRESCO FII;Lucro na Venda;9895.30;Capital
35.652.204/0001-91;2023-06-01;2;JPP ALLOC MOGNO FII;Lucro na Venda;9904.27;Capital
35.652.204/0001-91;2023-06-01;2;HABITAT II FII;Lucro na Venda;9916.69;Capital
35.652.204/0001-91;2023-06-01;2;HEDGE RECEBIVEIS FII;Lucro na Venda;9999.26;Capital
35.652.204/0001-91;2023-06-01;2;FII UBS BR RECE IMOB;Lucro na Venda;9975.64;Capital
35.652.204/0001-91;2023-06-01;2;FII OURINVEST CYRELA;Lucro na Venda;9996.92;Capital
35.652.204/0001-91;2023-06-01;2;JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;9999.68;Capital
35.652.204/0001-91;2023-06-01;2;CRI 21H0926710;Lucro na Venda;2499911.60;Capital
35.652.204/0001-91;2023-06-01;2;CRI 22G0282296;Lucro na Venda;455201.63;Capital
35.652.204/0001-91;2023-06-01;2;CRI 22G0897549;Lucro na Venda;5522709.05;Capital
35.652.252/0001-80;2023-06-01;2;CSHG LOGÍSTICA FII;Lucro na Venda;1390513.38;Capital
35.652.252/0001-80;2023-06-01;2;KINEA REND IMOB FII;Lucro na Venda;2948965.76;Capital
35.652.252/0001-80;2023-06-01;2;TORRE NORTE FII;Lucro na Venda;14300.00;Capital
35.652.252/0001-80;2023-06-01;2;POLO CREDITO IMOBILIARIO - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;1812223.59;Capital
35.652.252/0001-80;2023-06-01;2;RBR ALPHA MULT REAL ESTATE FII;Lucro na Venda;2505755.53;Capital
35.652.252/0001-80;2023-06-01;2;VALORA CRI CDI FII;Lucro na Venda;1070591.62;Capital
35.652.252/0001-80;2023-06-01;2;JPP ALLOC MOGNO FII;Lucro na Venda;330049.51;Capital
35.652.252/0001-80;2023-06-01;2;FII BARIGUI REN IMOB;Lucro na Venda;624046.53;Capital
35.652.252/0001-80;2023-06-01;2;VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;7146247.05;Capital
35.652.252/0001-80;2023-06-01;2;HSI ATIVOS FINANCEIROS FUNDOS INVESTIMENTOS IMOLIARIOS;Lucro na Venda;1104366.76;Capital
35.652.252/0001-80;2023-06-01;2;MORE RECEBÍVEIS IMOBILIÁRIOS FII;Lucro na Venda;425208.93;Capital
35.652.252/0001-80;2023-06-01;2;CYCR CYRELA CREDITO FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;1123360.29;Capital
35.652.252/0001-80;2023-06-01;2;RIO BRAVO CRED FII;Lucro na Venda;431435.67;Capital
35.652.252/0001-80;2023-06-01;2;KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIARIOS SUNO 30;Lucro na Venda;3799030.95;Capital
35.652.252/0001-80;2023-06-01;2;GAFISA S/A.;Lucro na Venda;710433.89;Capital
35.652.252/0001-80;2023-06-01;2;EVEN CONSTRUTORA E INCORPORADORA S/A;Lucro na Venda;1590295.00;Capital
35.652.252/0001-80;2023-06-01;2;EZ TEC EMPREENDIMENTOS E PARTICIPACOES S/A;Lucro na Venda;8384011.20;Capital
35.652.252/0001-80;2023-06-01;2;TRISUL S.A.;Lucro na Venda;3158412.93;Capital
35.652.252/0001-80;2023-06-01;2;CRI 23E0884935;Lucro na Venda;4006117.34;Capital
35.652.278/0001-28;2023-06-01;1;Imovel Vitoria da Conquista;Renda;5762019.16;Capital
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 269 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;30327206.23;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 17ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;22668573.31;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 8ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 13ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;14737067.58;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 13ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;13500000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 14ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 39ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10500000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 2 da 33ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10003735.26;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 5 da 33ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10003400;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 142ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9773575.8;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 40ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 6 da 39ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;6136184;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 5 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5461807;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 7 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 8 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 88ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5000000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 4 da 14ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4525000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 79ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3970000.83;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3837657;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 4 da 39ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3525000;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 6 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3132594;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2776832;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 3 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2532293;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 104ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2258818;Emissão de Cotas
35.864.448/0001-38;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 4 da 8ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;1950000;Emissão de Cotas
36.244.015/0001-42;2023-06-01;1;21H0769216;Lucro;1403818.36;Caixa
36.244.015/0001-42;2023-06-01;1;20H0225977;Lucro;918785.73;Caixa
36.293.425/0001-83;2023-06-01;1;Operações Compromissadas;Ativo de Liquidez - Previsto no regulamento do Fundo;1594713.87;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;AIEC11;Aplicação para propósito alvo do fundo;22800;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;ALZR11;Aplicação para propósito alvo do fundo;267337.5;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;ARCT11;Aplicação para propósito alvo do fundo;256991.76;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;BLMG11;Aplicação para propósito alvo do fundo;23684.98;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;RBRL11;Aplicação para propósito alvo do fundo;59618.77;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;HGLG11;Aplicação para propósito alvo do fundo;161890;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;JSRE11;Aplicação para propósito alvo do fundo;188296.95;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;RBVA11;Aplicação para propósito alvo do fundo;123850.55;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;TORD11;Aplicação para propósito alvo do fundo;112000.67;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;TRXF11;Aplicação para propósito alvo do fundo;110814.1;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;TGAR11;Aplicação para propósito alvo do fundo;831300.8;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;TGAR15;Aplicação para propósito alvo do fundo;702690.8;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;PATL11;Aplicação para propósito alvo do fundo;89392.61;Emissão de cotas
36.293.425/0001-83;2023-06-01;1;RZAT11;Aplicação para propósito alvo do fundo;256991.76;Emissão de cotas
36.312.772/0001-06;2023-06-01;1;Operações Compromissadas;Ativo de Liquidez - Previsto no regulamento do Fundo;235662074.07;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;AFHI11;Aplicação para propósito alvo do fundo;369238.53;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;IRDM11;Aplicação para propósito alvo do fundo;202556.5;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;KNHY11;Aplicação para propósito alvo do fundo;89935.57;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;VGIR11;Aplicação para propósito alvo do fundo;432514.9;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;CVBI11;Aplicação para propósito alvo do fundo;83199.35;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;FEXC11;Aplicação para propósito alvo do fundo;243376.73;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;RBRY11;Aplicação para propósito alvo do fundo;69270.49;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;RZAK11;Aplicação para propósito alvo do fundo;84622.81;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;VGHF11;Aplicação para propósito alvo do fundo;390037.85;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;BTCR11;Aplicação para propósito alvo do fundo;80861.39;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;PORD11;Aplicação para propósito alvo do fundo;94405.99;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;KNIP11;Aplicação para propósito alvo do fundo;46935.44;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;KNSC11;Aplicação para propósito alvo do fundo;812254.53;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;NCHB11;Aplicação para propósito alvo do fundo;202722.71;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;URPR11;Aplicação para propósito alvo do fundo;836856.51;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;KNCR11;Aplicação para propósito alvo do fundo;1685134.5;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;SNCI11;Aplicação para propósito alvo do fundo;173704.35;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;KNCR11;Aplicação para propósito alvo do fundo;1989602.43;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;BTCI11;Aplicação para propósito alvo do fundo;1389803.78;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;SADI11;Aplicação para propósito alvo do fundo;2643.93;Emissão de Cotas
36.312.772/0001-06;2023-06-01;1;CPTS11;Aplicação para propósito alvo do fundo;602813.24;Emissão de Cotas
36.501.128/0001-86;2023-06-01;1;IMÓVEL - ECO BRASIL FLORESTAS S.A;AQUISIÇÃO DE ATIVOS IMOBILIÁRIOS CONFORME POLÍTICA DE INVESTIMENTOS;139554051.15;INTEGRALIZAÇÃO DE COTISTAS
36.501.233/0001-15;2023-06-01;1;COTAS DE FII - KNCR11;Valorização de capital conforme política de investimentos;4001890.92;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;COTAS DE FII - OUJP11;Valorização de capital conforme política de investimentos;500318.42;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;COTAS DE FII - VGIR11;Valorização de capital conforme política de investimentos;4740639.49;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;3527000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;10003.35;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;4641349.46;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;2828367.03;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;2022148.77;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1116780 - MORUS NIGRA PROPRIEDADES LTDA;Valorização de capital conforme política de investimentos;1295149.74;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1104501 - HELBOR;Valorização de capital conforme política de investimentos;9999994.32;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22H1389755 - PHV ENGENHARIA LTDA;Valorização de capital conforme política de investimentos;15500000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22L1607693 - MTM CONSTRUÇÕES LTDA;Valorização de capital conforme política de investimentos;7999484.32;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22J1370286 - COMPANHIA PROVINCIA DE SECURITIZAÇÃO;Valorização de capital conforme política de investimentos;10000000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22J1370286 - COMPANHIA PROVINCIA DE SECURITIZAÇÃO;Valorização de capital conforme política de investimentos;5045000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 21H0892530 - TPA EMPREENDIMENTOS LTDA;Valorização de capital conforme política de investimentos;12000000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22L1473410 - VIRGO COMPANHIA DE SECURITIZAÇÃO;Valorização de capital conforme política de investimentos;6610000;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 22I0099580 - BARI SECURITIZADORA S.A.;Valorização de capital conforme política de investimentos;4815297.8;Recursos oriundos das vendas e rendimentos de ativos
36.501.233/0001-15;2023-06-01;1;CRI - 23B0508037 - BARI SECURITIZADORA S.A.;Valorização de capital conforme política de investimentos;8000046.89;Recursos oriundos das vendas e rendimentos de ativos
36.642.139/0001-86;2023-06-01;1;KINEA INDICES FII;Lucro na Venda;3182325.83;Capital
36.642.139/0001-86;2023-06-01;1;FII TG ATIVO REAL;Lucro na Venda;10022280.56;Capital
36.642.139/0001-86;2023-06-01;1;HSI ATIVOS FINANCEIROS FUNDOS INVESTIMENTOS IMOLIARIOS;Lucro na Venda;1306150.09;Capital
36.642.139/0001-86;2023-06-01;1;MAUÁ PROP INVEST FII;Lucro na Venda;24500000.00;Capital
36.642.139/0001-86;2023-06-01;1;CRI 18F0849476;Lucro na Venda;15000763.23;Capital
36.642.139/0001-86;2023-06-01;1;LFT 01/03/2025;Lucro na Venda;6700050.57;Capital
36.642.219/0001-31;2023-06-01;1;JIVE PROP FII MEZ;Lucro na Venda;40000000.00;Capital
36.642.219/0001-31;2023-06-01;1;CRI 21B0163618;Lucro na Venda;9811214.48;Capital
36.642.219/0001-31;2023-06-01;1;CRI 22B0517033;Lucro na Venda;28792635.91;Capital
36.642.219/0001-31;2023-06-01;1;CRI 22I1515298;Lucro na Venda;7500079.03;Capital
36.642.219/0001-31;2023-06-01;1;CRI 22J0020689;Lucro na Venda;79650370.12;Capital
36.642.219/0001-31;2023-06-01;1;CRI 22K1415873;Lucro na Venda;154528055.15;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23A1225575;Lucro na Venda;19999967.52;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23A1462228;Lucro na Venda;35999916.46;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23A1462509;Lucro na Venda;2000000.00;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23B0574471;Lucro na Venda;55247517.72;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23B0574524;Lucro na Venda;26048516.76;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23B0810318;Lucro na Venda;21472064.56;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23C0248214;Lucro na Venda;20464772.94;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23C1835910;Lucro na Venda;44451913.63;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23C1869458;Lucro na Venda;39328000.00;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23D1515671;Lucro na Venda;35000000.00;Capital
36.642.219/0001-31;2023-06-01;1;CRI 23F0010802;Lucro na Venda;20014409.48;Capital
36.642.219/0001-31;2023-06-01;1;LFT 01/03/2028;Lucro na Venda;29842549.57;Capital
36.642.219/0001-31;2023-06-01;1;LFT 01/09/2024;Lucro na Venda;9452573.15;Capital
36.642.219/0001-31;2023-06-01;1;LFT 01/09/2027;Lucro na Venda;11823875.54;Capital
36.642.219/0001-31;2023-06-01;1;DEZCAEMI FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;38000619.84;Capital
36.642.293/0001-58;2023-06-01;1;REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;1005500.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 18I0295771;Lucro na Venda;5000278.87;Capital
36.642.293/0001-58;2023-06-01;1;CRI 21H0748795;Lucro na Venda;5000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22E1313809;Lucro na Venda;8505150.24;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22G0282285;Lucro na Venda;8913788.57;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22H1631360;Lucro na Venda;9845911.42;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22H1697882;Lucro na Venda;13536169.64;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22I0867063;Lucro na Venda;3011712.89;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22I1555753;Lucro na Venda;6000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22J0978863;Lucro na Venda;9730814.66;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22L0004215;Lucro na Venda;15000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22L1270385;Lucro na Venda;15000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 22L1467751;Lucro na Venda;3500942.74;Capital
36.642.293/0001-58;2023-06-01;1;CRI 23A1688205;Lucro na Venda;10081753.62;Capital
36.642.293/0001-58;2023-06-01;1;CRI 23F0010802;Lucro na Venda;5000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 23F0011202;Lucro na Venda;5000000.00;Capital
36.642.293/0001-58;2023-06-01;1;CRI 23F1240696;Lucro na Venda;3469556.82;Capital
36.642.293/0001-58;2023-06-01;1;CRI 23F1447606;Lucro na Venda;5000000.00;Capital
36.642.356/0001-76;2023-06-01;2;KINEA INDICES FII;Lucro na Venda;148893.90;Capital
36.771.692/0001-19;2023-06-01;1;GAIVOTA 501 SPE S.A.;Futuro aumento de capital;1604000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;GJ 32 SPE S.A.;Futuro aumento de capital;8555000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;MNF SPE S.A.;Futuro aumento de capital;1775000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;OSHER INVEST. E PARTICIP.  LTDA;Futuro aumento de capital;193000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;SF 506 PARTIC.;Futuro aumento de capital;455000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;VALYOS EQUITY I;Futuro aumento de capital;193000;via captação de Recursos
36.771.692/0001-19;2023-06-01;1;FIDC AZQUEST;Valorização por ganho de capital e renda;1263460.11;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;FIDC VALYOS;Valorização por ganho de capital e renda;27531434.88;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;FII PLANTA V;Valorização por ganho de capital e renda;24392419.74;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;KINEA FII;Valorização por ganho de capital e renda;4994442.93;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;BRC II FII;Valorização por ganho de capital e renda;2750626.95;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;GJ 32 SPE;Ganho de capital e recebimento de juros;356000;via capitação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;BRCO11;Valorização por ganho de capital e renda;3084442.2;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;BRCR11;Valorização por ganho de capital e renda;2983242.14;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;BROF11;Valorização por ganho de capital e renda;573580;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;BTCI11;Valorização por ganho de capital e renda;2806488;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;HGLG11;Valorização por ganho de capital e renda;16723;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;HOFC11;Valorização por ganho de capital e renda;1727741.6;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;KNSC11;Valorização por ganho de capital e renda;8901;via captação de recursos via emissão de cotas
36.771.692/0001-19;2023-06-01;1;MALL11;Valorização por ganho de capital e renda;1635086.64;via captação de recursos via emissão de cotas
